Order_ID,Order_Date,Customer_Name,Country,Region,Product_Category,Product_Sub_Category,Product_Name,Sales
AZ-2011-5010109,2011-01-25,Walter Coley,France,Central,Office Supplies,Art,"Stanley Markers, Water Color",178
AZ-2011-201891,2011-01-26,Lori Miller,Spain,South,Office Supplies,Labels,"Smead Removable Labels, 5000 Label Set",32
AZ-2011-5708655,2011-01-26,Hayley Baldwinson,Norway,North,Office Supplies,Binders,"Acco Binder Covers, Clear",13
AZ-2011-5708655,2011-01-26,Hayley Baldwinson,Norway,North,Office Supplies,Binders,"Avery Binder, Economy",52
AZ-2011-5708655,2011-01-26,Hayley Baldwinson,Norway,North,Technology,Accessories,"Memorex Flash Drive, Bluetooth",88
BN-2011-6722454,2011-01-26,Joseph Locke,Portugal,South,Technology,Copiers,"Hewlett Wireless Fax, Laser",570
BN-2011-486854,2011-01-28,Gracie Hicks,France,Central,Office Supplies,Storage,"Rogers Folders, Single Width",28
AZ-2011-2825684,2011-02-01,Hollie Norris,Germany,Central,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",21
AZ-2011-2825684,2011-02-01,Hollie Norris,Germany,Central,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",12
AZ-2011-494581,2011-02-01,Kiara Allen,Italy,South,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",78
AZ-2011-838467,2011-02-02,Ronald Everson,Germany,Central,Office Supplies,Paper,"Xerox Note Cards, Premium",13
AZ-2011-838467,2011-02-02,Ronald Everson,Germany,Central,Technology,Copiers,"HP Fax and Copier, Digital",86
AZ-2011-838467,2011-02-02,Ronald Everson,Germany,Central,Technology,Phones,"Motorola Signal Booster, Cordless",584
AZ-2011-4987681,2011-02-02,Daryl Claypool,Spain,South,Office Supplies,Supplies,"Acme Box Cutter, High Speed",38
AZ-2011-4987681,2011-02-02,Daryl Claypool,Spain,South,Technology,Phones,"Cisco Smart Phone, Full Size",587
AZ-2011-4614904,2011-02-02,Caleb Kenyon,Spain,South,Office Supplies,Art,"Boston Highlighters, Water Color",44
AZ-2011-7043718,2011-02-02,Winnie Moss,Spain,South,Furniture,Bookcases,"Ikea Library with Doors, Pine",729
AZ-2011-7043718,2011-02-02,Winnie Moss,Spain,South,Furniture,Chairs,"SAFCO Steel Folding Chair, Black",266
AZ-2011-7043718,2011-02-02,Winnie Moss,Spain,South,Office Supplies,Art,"BIC Canvas, Water Color",57
AZ-2011-7043718,2011-02-02,Winnie Moss,Spain,South,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",116
AZ-2011-4696725,2011-02-02,Courtney Hancock,United Kingdom,North,Technology,Phones,"Cisco Headset, Full Size",162
BN-2011-2468159,2011-02-02,Brandon Preston,France,Central,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",46
BN-2011-2468159,2011-02-02,Brandon Preston,France,Central,Technology,Accessories,"Logitech Numeric Keypad, Erganomic",44
BN-2011-2468159,2011-02-02,Brandon Preston,France,Central,Technology,Copiers,"Hewlett Copy Machine, Color",550
BN-2011-2468159,2011-02-02,Brandon Preston,France,Central,Technology,Machines,"Konica Phone, White",89
BN-2011-9336144,2011-02-02,Lara Stoate,Germany,Central,Office Supplies,Storage,"Fellowes File Cart, Industrial",248
BN-2011-9336144,2011-02-02,Lara Stoate,Germany,Central,Technology,Copiers,"Brother Wireless Fax, Laser",379
BN-2011-7087921,2011-02-03,Max Ludwig,Sweden,North,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",91
AZ-2011-6835828,2011-02-04,Summer Hayward,France,Central,Office Supplies,Storage,"Tenex Shelving, Industrial",149
AZ-2011-2397035,2011-02-07,Millie Newman,France,Central,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",112
AZ-2011-2397035,2011-02-07,Millie Newman,France,Central,Office Supplies,Binders,"Avery Binder Covers, Durable",50
AZ-2011-2397035,2011-02-07,Millie Newman,France,Central,Technology,Machines,"Konica Receipt Printer, Wireless",208
AZ-2011-9421435,2011-02-07,Larry Klaus,France,Central,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",31
AZ-2011-2956456,2011-02-08,Shelby Dunston,Italy,South,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack",110
AZ-2011-9107304,2011-02-09,Erin Gill,Spain,South,Furniture,Bookcases,"Ikea Corner Shelving, Metal",368
AZ-2011-9107304,2011-02-09,Erin Gill,Spain,South,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",93
AZ-2011-9107304,2011-02-09,Erin Gill,Spain,South,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",85
AZ-2011-9107304,2011-02-09,Erin Gill,Spain,South,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",48
AZ-2011-9107304,2011-02-09,Erin Gill,Spain,South,Office Supplies,Storage,"Smead Folders, Wire Frame",60
AZ-2011-2606042,2011-02-09,Piper Wilder-Neligan,Germany,Central,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",133
AZ-2011-2606042,2011-02-09,Piper Wilder-Neligan,Germany,Central,Office Supplies,Binders,"Cardinal Binder Covers, Clear",80
AZ-2011-5195846,2011-02-09,Patricia Lukes,Netherlands,Central,Furniture,Furnishings,"Advantus Frame, Duo Pack",267
AZ-2011-5195846,2011-02-09,Patricia Lukes,Netherlands,Central,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Set of 50",55
AZ-2011-5195846,2011-02-09,Patricia Lukes,Netherlands,Central,Office Supplies,Storage,"Rogers Trays, Wire Frame",91
AZ-2011-7255147,2011-02-10,Lilian Macredie,Switzerland,Central,Furniture,Bookcases,"Sauder Library with Doors, Mobile",780
AZ-2011-7255147,2011-02-10,Lilian Macredie,Switzerland,Central,Office Supplies,Art,"BIC Highlighters, Blue",19
AZ-2011-5676694,2011-02-10,Jasmine Slater,Spain,South,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",822
AZ-2011-5676694,2011-02-10,Jasmine Slater,Spain,South,Office Supplies,Art,"Boston Highlighters, Easy-Erase",19
AZ-2011-819110,2011-02-10,Charlotte Taylor,France,Central,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",50
AZ-2011-819110,2011-02-10,Charlotte Taylor,France,Central,Technology,Machines,"Panasonic Receipt Printer, Wireless",206
BN-2011-3032749,2011-02-10,Victoria Bell,Germany,Central,Office Supplies,Binders,"Avery Binder Covers, Clear",26
BN-2011-3032749,2011-02-10,Victoria Bell,Germany,Central,Office Supplies,Storage,"Tenex File Cart, Industrial",215
AZ-2011-6048331,2011-02-14,Kayleigh Farmer,Spain,South,Office Supplies,Art,"BIC Markers, Blue",26
AZ-2011-6048331,2011-02-14,Kayleigh Farmer,Spain,South,Office Supplies,Storage,"Eldon Box, Blue",9
BN-2011-493873,2011-02-15,Tyson Ebden,Netherlands,Central,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",875
BN-2011-493873,2011-02-15,Tyson Ebden,Netherlands,Central,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",273
BN-2011-408191,2011-02-15,Sophie Franklin,Spain,South,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",728
BN-2011-408191,2011-02-15,Sophie Franklin,Spain,South,Furniture,Furnishings,"Rubbermaid Door Stop, Erganomic",127
BN-2011-307477,2011-02-16,Maya O'Sullivan,France,Central,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",4544
BN-2011-307477,2011-02-16,Maya O'Sullivan,France,Central,Office Supplies,Appliances,"Hoover Microwave, Black",277
BN-2011-307477,2011-02-16,Maya O'Sullivan,France,Central,Office Supplies,Art,"Stanley Highlighters, Easy-Erase",90
BN-2011-307477,2011-02-16,Maya O'Sullivan,France,Central,Technology,Phones,"Nokia Audio Dock, VoIP",284
AZ-2011-8122214,2011-02-18,Ronald Everson,France,Central,Office Supplies,Fasteners,"OIC Thumb Tacks, Assorted Sizes",35
AZ-2011-9155070,2011-02-18,Julian Mack,France,Central,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",24
AZ-2011-9155070,2011-02-18,Julian Mack,France,Central,Technology,Machines,"Panasonic Calculator, Durable",129
AZ-2011-2939440,2011-02-18,Tegan Savage,Germany,Central,Office Supplies,Fasteners,"Advantus Thumb Tacks, Assorted Sizes",55
AZ-2011-2939440,2011-02-18,Tegan Savage,Germany,Central,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",62
AZ-2011-2270958,2011-02-21,Eva Hargraves,Italy,South,Furniture,Tables,"Barricks Round Table, with Bottom Storage",1003
AZ-2011-2270958,2011-02-21,Eva Hargraves,Italy,South,Office Supplies,Art,"Binney & Smith Canvas, Water Color",164
AZ-2011-2270958,2011-02-21,Eva Hargraves,Italy,South,Office Supplies,Storage,"Smead Trays, Blue",29
AZ-2011-2270958,2011-02-21,Eva Hargraves,Italy,South,Technology,Machines,"Okidata Calculator, Red",30
BN-2011-555099,2011-02-21,Jonathan Summons,Switzerland,Central,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",21
BN-2011-555099,2011-02-21,Jonathan Summons,Switzerland,Central,Office Supplies,Storage,"Smead Box, Single Width",32
AZ-2011-8091357,2011-02-22,Darcy Farnell,Italy,South,Furniture,Furnishings,"Advantus Clock, Black",103
AZ-2011-8091357,2011-02-22,Darcy Farnell,Italy,South,Office Supplies,Binders,"Acco Binder Covers, Recycled",41
AZ-2011-8091357,2011-02-22,Darcy Farnell,Italy,South,Office Supplies,Binders,"Avery Binder Covers, Durable",63
AZ-2011-8091357,2011-02-22,Darcy Farnell,Italy,South,Office Supplies,Binders,"Avery Binder Covers, Recycled",23
AZ-2011-8091357,2011-02-22,Darcy Farnell,Italy,South,Technology,Machines,"Konica Printer, Red",477
AZ-2011-6186921,2011-02-22,Katherine Grant,France,Central,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",10
BN-2011-5307099,2011-02-22,Jared Wurster,Ireland,North,Technology,Phones,"Apple Speaker Phone, with Caller ID",185
BN-2011-8574171,2011-02-23,Kayla Ronald,Italy,South,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",47
AZ-2011-8279503,2011-02-24,Angus Reading,Belgium,Central,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",2076
AZ-2011-8279503,2011-02-24,Angus Reading,Belgium,Central,Office Supplies,Binders,"Acco Binding Machine, Recycled",309
AZ-2011-8279503,2011-02-24,Angus Reading,Belgium,Central,Technology,Copiers,"Brother Copy Machine, High-Speed",525
BN-2011-3728079,2011-02-26,Jodie Mellor,Netherlands,Central,Furniture,Furnishings,"Advantus Frame, Black",533
BN-2011-3728079,2011-02-26,Jodie Mellor,Netherlands,Central,Technology,Phones,"Motorola Headset, with Caller ID",120
AZ-2011-2777408,2011-03-01,Maya Summers,Germany,Central,Office Supplies,Art,"Binney & Smith Pens, Easy-Erase",147
AZ-2011-2777408,2011-03-01,Maya Summers,Germany,Central,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",102
AZ-2011-2777408,2011-03-01,Maya Summers,Germany,Central,Technology,Machines,"Epson Calculator, Durable",47
AZ-2011-4069925,2011-03-01,Oscar Clayton,France,Central,Office Supplies,Art,"BIC Markers, Easy-Erase",107
AZ-2011-7903656,2011-03-01,Angus De Groot,United Kingdom,North,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",1314
AZ-2011-7903656,2011-03-01,Angus De Groot,United Kingdom,North,Furniture,Chairs,"Office Star Rocking Chair, Red",705
AZ-2011-7903656,2011-03-01,Angus De Groot,United Kingdom,North,Office Supplies,Art,"BIC Sketch Pad, Blue",195
AZ-2011-7903656,2011-03-01,Angus De Groot,United Kingdom,North,Office Supplies,Art,"Sanford Pens, Fluorescent",37
AZ-2011-8074602,2011-03-01,Caleb Kenyon,Germany,Central,Technology,Accessories,"Belkin Keyboard, USB",151
AZ-2011-1410648,2011-03-01,Carl Proctor,Italy,South,Office Supplies,Binders,"Ibico Index Tab, Clear",18
AZ-2011-496083,2011-03-01,Spencer Akhtar,Germany,Central,Office Supplies,Appliances,"Hamilton Beach Toaster, Black",364
AZ-2011-496083,2011-03-01,Spencer Akhtar,Germany,Central,Office Supplies,Storage,"Fellowes Folders, Blue",63
AZ-2011-496083,2011-03-01,Spencer Akhtar,Germany,Central,Office Supplies,Storage,"Smead Shelving, Single Width",118
AZ-2011-6969006,2011-03-03,Lincoln Want,Italy,South,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",58
AZ-2011-5822789,2011-03-07,Niamh Mann,France,Central,Office Supplies,Art,"BIC Canvas, Easy-Erase",108
AZ-2011-7677596,2011-03-08,Nicole Nash,Germany,Central,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",117
AZ-2011-3190941,2011-03-09,Joshua Romero,Spain,South,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",97
AZ-2011-3190941,2011-03-09,Joshua Romero,Spain,South,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50",94
AZ-2011-3190941,2011-03-09,Joshua Romero,Spain,South,Office Supplies,Storage,"Tenex Folders, Blue",104
AZ-2011-3190941,2011-03-09,Joshua Romero,Spain,South,Technology,Copiers,"Sharp Ink, Color",126
AZ-2011-5422408,2011-03-10,John Kemp,Germany,Central,Technology,Phones,"Motorola Audio Dock, with Caller ID",520
AZ-2011-9147715,2011-03-10,Ryan Greenwood,United Kingdom,North,Furniture,Chairs,"Harbour Creations Chairmat, Adjustable",74
AZ-2011-1278696,2011-03-10,Naomi Hancock,United Kingdom,North,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack",28
AZ-2011-8295770,2011-03-11,Thomas Stephens,Germany,Central,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",229
AZ-2011-3714764,2011-03-11,Ashton Charles,France,Central,Office Supplies,Art,"Binney & Smith Markers, Blue",72
AZ-2011-4612792,2011-03-12,Shannon Howe,Finland,North,Office Supplies,Art,"Sanford Sketch Pad, Water Color",195
AZ-2011-7682838,2011-03-12,Joseph Ford,Switzerland,Central,Office Supplies,Envelopes,"Cameo Mailers, with clear poly window",167
AZ-2011-7682838,2011-03-12,Joseph Ford,Switzerland,Central,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",273
AZ-2011-9700826,2011-03-14,Alexander Bennett,Germany,Central,Technology,Accessories,"Memorex Router, Erganomic",220
AZ-2011-6222257,2011-03-14,Koby Phillip,Germany,Central,Office Supplies,Art,"Sanford Pens, Water Color",43
AZ-2011-6222257,2011-03-14,Koby Phillip,Germany,Central,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",193
AZ-2011-823697,2011-03-14,Thomas McCallum,Germany,Central,Office Supplies,Appliances,"Hoover Stove, Red",3070
AZ-2011-823697,2011-03-14,Thomas McCallum,Germany,Central,Office Supplies,Storage,"Eldon File Cart, Single Width",230
AZ-2011-5265250,2011-03-14,Donna Nash,France,Central,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",14
BN-2011-1399750,2011-03-15,Wanda Wingert,United Kingdom,North,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two",254
BN-2011-1399750,2011-03-15,Wanda Wingert,United Kingdom,North,Office Supplies,Art,"Binney & Smith Pens, Blue",11
BN-2011-1399750,2011-03-15,Wanda Wingert,United Kingdom,North,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",29
BN-2011-1399750,2011-03-15,Wanda Wingert,United Kingdom,North,Office Supplies,Binders,"Avery Binder, Recycled",48
BN-2011-1399750,2011-03-15,Wanda Wingert,United Kingdom,North,Office Supplies,Fasteners,"Stockwell Paper Clips, Metal",24
AZ-2011-254910,2011-03-16,Scarlett Truchanas,Italy,South,Office Supplies,Supplies,"Fiskars Trimmer, Steel",83
AZ-2011-8252363,2011-03-17,Jessica Paramor,Germany,Central,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set",21
AZ-2011-8252363,2011-03-17,Jessica Paramor,Germany,Central,Office Supplies,Storage,"Smead Folders, Industrial",81
AZ-2011-1584987,2011-03-18,Charlie Brooks,France,Central,Office Supplies,Storage,"Smead Shelving, Industrial",178
AZ-2011-4707711,2011-03-18,Sam Wood,France,Central,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",57
AZ-2011-7499604,2011-03-21,Gabriel Sanders,Norway,North,Furniture,Furnishings,"Rubbermaid Door Stop, Duo Pack",132
AZ-2011-7499604,2011-03-21,Gabriel Sanders,Norway,North,Office Supplies,Storage,"Smead Folders, Wire Frame",50
AZ-2011-1916360,2011-03-21,Charles Builder,Italy,South,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile",288
AZ-2011-2169445,2011-03-21,Aaron Bootman,Italy,South,Office Supplies,Labels,"Harbour Creations Round Labels, Laser Printer Compatible",47
AZ-2011-2169445,2011-03-21,Aaron Bootman,Italy,South,Office Supplies,Supplies,"Elite Box Cutter, High Speed",105
AZ-2011-2169445,2011-03-21,Aaron Bootman,Italy,South,Technology,Phones,"Apple Office Telephone, Cordless",82
AZ-2011-7024596,2011-03-21,Kayla Tearle,Switzerland,Central,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",26
BN-2011-7253620,2011-03-21,Kayla Ronald,Netherlands,Central,Technology,Machines,"StarTech Inkjet, White",747
AZ-2011-6314494,2011-03-22,Mary Wilson,Germany,Central,Office Supplies,Binders,"Acco Binder Covers, Economy",40
AZ-2011-6314494,2011-03-22,Mary Wilson,Germany,Central,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",90
AZ-2011-3556179,2011-03-23,Paige Horsfall,Germany,Central,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack",770
AZ-2011-3556179,2011-03-23,Paige Horsfall,Germany,Central,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",193
AZ-2011-8308381,2011-03-24,Lily Tyler,France,Central,Office Supplies,Binders,"Avery Binding Machine, Durable",453
AZ-2011-8308381,2011-03-24,Lily Tyler,France,Central,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",152
AZ-2011-8308381,2011-03-24,Lily Tyler,France,Central,Office Supplies,Storage,"Eldon File Cart, Single Width",230
AZ-2011-8308381,2011-03-24,Lily Tyler,France,Central,Technology,Phones,"Motorola Signal Booster, Full Size",246
AZ-2011-5004051,2011-03-25,Charlie Wells,United Kingdom,North,Office Supplies,Art,"Stanley Highlighters, Blue",15
AZ-2011-5004051,2011-03-25,Charlie Wells,United Kingdom,North,Office Supplies,Fasteners,"Advantus Thumb Tacks, Metal",7
AZ-2011-9505872,2011-03-25,Edward Zwar,Germany,Central,Office Supplies,Fasteners,"OIC Clamps, Metal",99
AZ-2011-8738856,2011-03-25,Anthony Stewart,United Kingdom,North,Office Supplies,Art,"Stanley Canvas, Easy-Erase",149
BN-2011-8211228,2011-03-25,Sharon Kerley,Netherlands,Central,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",17
BN-2011-8211228,2011-03-25,Sharon Kerley,Netherlands,Central,Technology,Phones,"Nokia Audio Dock, Full Size",84
AZ-2011-5185285,2011-03-26,Samuel Thomas,France,Central,Office Supplies,Storage,"Tenex Lockers, Blue",551
BN-2011-9474783,2011-03-26,Benjamin Humphries,Switzerland,Central,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",92
AZ-2011-4565223,2011-03-28,Morgan Anderson,Italy,South,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack",93
BN-2011-6425274,2011-03-28,Luca Graham,Germany,Central,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",22
BN-2011-6425274,2011-03-28,Luca Graham,Germany,Central,Office Supplies,Storage,"Rogers Box, Industrial",39
AZ-2011-8743509,2011-03-29,Chelsea Bannister,Germany,Central,Furniture,Furnishings,"Tenex Door Stop, Erganomic",170
AZ-2011-8743509,2011-03-29,Chelsea Bannister,Germany,Central,Office Supplies,Supplies,"Kleencut Scissors, Serrated",38
AZ-2011-8743509,2011-03-29,Chelsea Bannister,Germany,Central,Technology,Phones,"Samsung Smart Phone, Cordless",639
BN-2011-2502895,2011-03-29,Juanita Smalls,Germany,Central,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",8
AZ-2011-8369879,2011-03-30,Alexis Code,Germany,Central,Furniture,Chairs,"Novimex Swivel Stool, Black",729
